	0
a	109
abide	1
about	8
accept	1
accepted	2
accepting	1
access	10
accessed	1
accessible	1
accompagnements	3
accordance	2
achevons	1
active	2
actual	1
addition	1
additional	4
additions	1
address	2
addresses	1
adieu	1
affable	1
against	1
agent	1
agree	9
agreed	1
agreement	18
ah	41
ainsi	1
air	2
ak	1
alaska	1
album	1
all	18
allait	5
aller	3
allow	1
almost	2
alone	1
already	1
also	2
alteration	1
alternate	1
ami	6
amis	2
amoureux	1
an	4
and	72
angleterre	1
any	37
anyone	5
anything	2
anywhere	2
aperçoit	2
aperçûm	1
aperçûmes	1
appear	1
appearing	1
appears	1
appeler	1
applicable	3
apply	1
apporte	2
apportez	3
apprend	1
approach	1
après	3
arbre	2
archive	13
are	24
arise	1
array	1
arrivé's	2
arrièr	2
as	10
as-is	1
as-tu	1
ascii	2
assez	1
assise	1
assistance	1
associated	8
at	13
attached	1
attentive	1
au	27
aujourd'hui	1
auras	2
aussi	3
aussitôt	2
author	1
autrefois	1
autres	1
aux	9
available	4
avais	2
avait	9
avant	2
avec	8
avecque	4
avez	2
away	2
away--you	1
aïe	20
b	5
bague	5
baguettes	1
baiser	1
baisers	1
bal	1
banda	2
barbe	1
barque	6
based	2
battait	1
battrais	1
bazin	1
be	19
beau	10
beaucoup	2
beaut	5
beaux	6
because	1
before	4
beginning	1
bel	5
bell	17
belle	12
belle-lle	3
below	3
berceau	1
bergÈre	2
bergère	6
beurr	1
bien	16
bientôt	3
billets	1
binary	1
bis	24
biscuits	1
blanc	2
blanche	1
bless	1
blesser	1
blondes	2
boeufs	1
bois	5
boit	1
bon	20
bonnet	1
bonnets	2
bons	3
bord	15
both	2
boucauts	1
bouclier	1
bound	2
bouquet	1
bourse	1
bout	1
boutet	3
box	1
branche	4
bras	4
breach	2
brebis	1
breslau	2
bretons	1
brigoëlett	2
brins	2
brochés	1
bruit	4
brunes	2
buisson	2
business	1
but	5
buvons	1
buvons-en	1
by	30
bâton	2
c	4
c'est	18
c'était	1
cabale	1
cadeau	2
cadet	22
calculate	1
calculated	1
camarade	1
campagne	1
can	10
canards	2
caneçon	2
cannot	4
canons	1
capitaine	2
capitale	1
car	4
carabi	27
carabo	9
card	1
caresses	2
carriole	1
carry	1
cartonnage	1
cassa	2
cath'rina	1
cath'rinette	1
catherina	4
catherinette	4
cause	2
ce	20
cease	1
celui-l	1
cendrillon	6
certain	2
ces	2
cesse	1
cette	1
ch	2
chacun	3
chambre	1
champs	3
chandelle	1
change	1
chanson	4
chansons	10
chanta	1
chantant	1
chante	2
chanter	2
chanterions	3
chapeau	6
chapeaux	1
charge	6
chargeaient	1
charges	1
charitable	1
charities	1
charpi	2
chassait	1
chasse	6
chat	8
chaton	2
chats	1
chauds	3
chausser	1
check	4
checks	1
cher	2
cherche	1
chevaux	1
chevrons	2
chez	1
chief	1
chien	1
chiens	3
chine	5
choose	1
châtain's	1
chéri	1
cie	3
citadin	1
city	1
civile	1
claim	1
claudine	7
clearly	1
clos	1
coco	6
codes	1
coin	1
collection	4
colère	3
come	1
comm	1
comme	6
commercial	1
committed	1
compilation	1
compliance	5
compliments	2
comply	6
complying	3
comprendre	1
compressed	1
comptait	1
computer	2
computers	2
compÈre	2
compère	9
concept	2
concerning	2
confirmation	1
confirmed	1
conformes	1
connais	1
conseiller	1
consequential	1
considerable	2
consoler	2
constant	1
contact	4
contain	2
containing	1
contract	1
contributions	2
convert	1
copied	2
copies	7
copy	12
copying	4
copyright	19
coq'licot	18
corbasson	2
cornes	1
corporation	1
corrigées	1
corrompre	1
corrupt	1
cost	3
costs	2
cotillon	2
coucher	4
coucous	1
could	1
couleur	1
couleurs	1
countries	1
country	4
coup	1
couplet	2
coups	2
courage	1
courait	1
couri	2
courroux	1
course	1
coursier	1
court	1
courus	2
cout	1
couteau	2
couvert	1
couvrît	1
crainte	1
created	2
creating	4
creation	1
credit	1
creuse	4
crier	1
critical	1
croit	1
croquets	1
croquignole	1
cruchon	4
cruelle	1
créanciers	1
cueilli	2
cueillir	2
cuirasse	2
culott	1
culotte	2
current	1
célimène	4
cérémonie	2
d	7
d'abordage	1
d'aller	1
d'amiti	1
d'angleterre	2
d'anvers	1
d'aout	2
d'août	2
d'assemblée	1
d'auvergne	6
d'imprimerie	1
d'moisell's	1
d'ortolans	1
d'ouïr	1
d'un	3
d'une	5
d'échaudés	1
d'être	1
dagobert	10
dam's	2
damage	2
damaged	1
damages	4
dame	4
dames	4
dans	18
dansant	1
danse	9
danser	1
data	1
date	3
davantage	3
days	4
de	107
dedans	8
deductible	1
defect	3
defective	3
defects	1
del	1
deletions	1
demain	1
demand	1
deniers	1
dentée	1
depends	1
derivative	3
derive	1
derived	1
dernier	1
des	48
descendu	2
described	1
despite	1
destroy	2
detach	1
determine	1
deux	10
deuxième	1
devant	3
devin	1
devint	1
diamant	1
dieu	15
different	1
dimanche	1
dine	5
dira-t-on	1
dire	1
direct	1
directly	1
director	1
direz-vous	1
dis	4
disclaim	1
disclaimer	3
disclaimers	1
discontinue	1
discover	1
discovered	1
disk	1
display	1
displayed	1
displaying	4
distribute	6
distributed	4
distributing	7
distribution	6
distributor	1
dit	35
dit-on	1
dition	1
divertisse	1
dix	4
do	17
does	2
domain	2
donate	3
donation	1
donations	15
donc	17
donn	4
donn'rez-vous	3
donne	2
donors	1
dor	1
doublon	1
doute	1
doux	4
downloading	1
dr	1
du	28
duchess	5
dumaine	4
dumollet	4
dès	2
débarquez	1
déclar	1
démit	2
dérira	20
détale	1
e	26
e-mail	1
each	1
easily	1
easy	1
ebook	13
ebooks	7
edition	1
editions	4
educational	1
effort	2
efforts	3
eh	9
ein	1
either	1
elect	1
electronic	27
electronically	2
ell	1
elle	11
email	2
embarqués	4
emberlifi	5
emberlificot	5
embrassit	2
employee	1
employees	2
emplâtre	2
emport	2
en	37
encor	2
encres	1
end	2
enfant	9
enfants	3
ensuring	1
entendirent	1
enterr	1
entity	3
equipment	3
erreurs	1
errors	1
escarpins	1
especially	1
essoufflée	1
est	34
et	87
etait	1
etc	2
eu	1
eut	2
even	2
except	3
exclusion	1
executive	1
exempt	2
exists	1
expend	1
expense	1
expenses	2
explanation	2
exporting	1
express	1
extent	1
eût	1
f	11
faciles	1
facility	1
faim	1
fair	1
fairbanks	2
faire	5
fais	1
fais-moi	1
faisait	3
fait	6
faite	2
faites	2
fallut	3
fameux	1
fanal	1
farine	1
faut	3
façon	2
federal	2
fee	8
fees	4
femme	2
femmes	3
fendait	1
fer	1
fera	2
feras	1
festin	1
festins	1
feu	4
feuille	2
few	1
fi	1
fidèle	1
fier	1
file	4
files	2
fill's	1
filles	4
fillette	1
fils	1
fin	1
financial	1
firent	1
fit	6
fitness	1
fix	1
fleurs	1
flots	1
fois	2
follow	1
following	3
fond	7
font	2
fontaine	4
for	26
form	4
format	4
formats	2
forme	1
fort	8
forth	8
forty	1
found	3
foundation	22
foundation's	3
fourniau	2
fr	1
frais	1
france	8
franÃ§ais	3
franÇais	1
françois	4
free	5
freely	4
french	1
fripon	2
fripons	2
from	17
fromage	2
frégate	1
full	13
further	1
fut	11
future	3
fête	1
fût	1
gabiers	1
gai	6
gais	1
gallica	2
garanciÈre	2
gard'rez	1
garda	1
gardait	4
garde	1
garde-pipe	2
garçon	1
garçons	7
gbnewby@pglaf.org	1
ge	1
general	3
generations	2
generously	2
gentil	18
genêt	1
give	4
given	1
goals	1
goutte	1
govern	1
grand	11
grands	2
granted	1
gratefully	1
gregory	1
grenier	1
gris	1
groix	7
gros	1
gross	1
group	1
grêle	1
guerre	3
guill'ri	2
guilleri	14
guise	1
gutenberg	31
gutenberg-tm	56
gutenberg-tm's	1
guère	1
guéri	1
gèle	1
habill	1
habit	2
habits	3
hache	1
hans	2
hardi	1
hardie	1
hardis	1
harmless	1
hart	1
has	2
haut	9
haute	2
have	7
he	2
hear	1
help	3
herbages	1
heureux	2
hirondelles	2
hiver	1
hold	1
holder	4
homm	2
homme	20
hommes	2
honneurs	1
honnête	2
hope	1
how	4
however	1
http://www.gutenberg.org	1
hundreds	1
huniers	3
hypertext	1
héros	1
ici	2
identification	1
identify	1
if	22
il	72
illustration	17
illustrations	14
illustrator	1
ils	7
images	2
immediate	2
implied	2
important	1
imposed	1
imprimeurs-Éditeurs	1
in	63
inaccurate	1
incidental	1
include	1
included	3
includes	1
including	8
incomplete	1
increasing	1
indemnify	1
indemnity	1
indicate	1
indicating	1
indirect	1
indirectly	1
individual	4
information	9
infringement	1
instant	2
instruit	1
intellectual	2
internal	1
international	1
interpreted	1
invalidity	1
invita	1
ioupe	12
irons	2
irs	1
is	23
it	15
its	5
j	11
j'achèterais	2
j'ai	3
j'apporte	2
j'avais	2
j'en	4
j'espère	1
j.b	1
jalouse	1
jamais	3
jambe	4
jardin	4
jaunes	1
je	23
jean	1
jean-baptiste	3
jeune	2
jeunes	3
jeux	1
jour	1
jusqu	2
keep	2
keeping	2
kind	1
know	1
l	9
l'_hôpitale	2
l'a	2
l'abondance	1
l'ai	2
l'aimer	1
l'air	1
l'appelle	1
l'attaquer	1
l'attaquâm's	1
l'autre	6
l'avons	1
l'eau	10
l'endroit	1
l'entour	2
l'envers	2
l'homme	1
l'humeur	1
l'iau	6
l'ile	1
l'on	3
l'orthographe	2
l'ouvrage	1
l'un	9
l'une	2
l'édition	1
l'égaillerais	2
l'équipage	1
l'île	6
la	241
lairas-tu	9
laire	10
laiss	1
laisse	1
laissez	1
lait	2
lake	1
language	1
lapin	2
latin	2
lauriers	1
law	7
laws	10
le	103
learn	1
lecteur	1
legal	2
legally	1
les	47
leur	4
leurs	2
liability	3
liable	1
librairie	1
library	1
license	15
licensed	1
lieu	2
lieutenant	3
life	1
limagne	4
limitation	3
limited	5
linked	1
links	3
lit	2
literary	13
lièvr	1
llc	1
located	7
locations	2
lof	2
loger	1
loi	8
loisi	5
loisir	1
lombardie	1
long	1
loose	1
lorilleux	1
lot	1
louis-maurice	1
lui	26
lui-mêm	1
lyon	2
m	4
m'a	4
m'adresse	1
m'appelle	2
m'avez	5
m'empresse	1
m'interrompre	1
m'ont	2
m'y	2
ma	6
machine	1
madame	3
made	2
madeleine	1
mailing	1
main	4
maine	1
maintaining	1
mais	21
maison	4
maisons	2
majest	5
make	3
makes	1
mal	1
malbrough	8
malo	1
maman	4
mange	1
mangerions	9
manifestes	1
manqua	1
manquait	1
manque	2
many	2
marennes	2
margoton	11
mari	11
mariage	2
marie	6
marier	3
mariÉe	2
mariée	1
marked	2
marmot	4
martine	5
mat'lots	4
matelot	5
matelots	8
matin	3
maximum	1
may	16
maître	1
me	18
means	3
medium	5
meet	1
menton	3
mer	1
mer-z-et	1
merchantability	1
mes	4
mesdames	8
messieurs	3
met	5
method	1
methods	1
mets	2
mets-toi	1
mettait	1
mettrions	3
michael	1
middle-aged	1
mieux	2
mirontaine	22
mironton	22
mis	2
mission	4
mississippi	1
mit	6
modeste	1
modification	1
modified	1
moi	8
moi-z-en	1
moineaux	1
moins	2
mois	5
mon	47
monde	2
money	3
monsieur	6
monta	2
montagnarde	3
montbazon	5
monte	3
monter	3
montez	3
montr	1
montrai	2
montre	1
monts	1
monvel	4
more	1
mort	5
morte	1
mortelle	1
most	5
mot	1
mots	1
moules	4
mourait	1
mouri	9
mourra	1
mourrait	1
mourut	2
mousqueton	1
mouton	2
moutons	7
much	1
muraill's	1
muse	5
must	10
mÊme	1
méfiez-vous	1
ménage	1
même	2
n	2
n'a	7
n'attrapent	1
n'aurait	1
n'en	5
n'entrait	1
n'est	5
n'importe	1
n'irez	1
n'ont	2
n'y	3
n'était	1
nac	5
nager	2
naissance	1
name	1
named	1
nankin	1
naufrage	1
ne	22
nearly	2
necessarily	1
need	1
negligence	1
network	1
new	3
newby	1
newsletter	1
ni	4
nique	5
nivelle	1
no	15
noir	1
noix	4
non	7
nonproprietary	1
north	1
nos	1
not	30
notice	3
notifies	1
notre	6
notées	1
nourrit	2
nous	45
nouveau	8
nouvell's	2
nouvelle	3
noyer	1
nuit	1
number	3
numerous	1
o	7
oblong	1
obsolete	1
obtain	3
obtaining	2
obéissante	1
occur	1
of	123
offers	1
office	2
official	3
offrit	2
often	1
oisillons	1
oisons	1
old	2
on	32
one	1
one--the	1
online	4
only	2
ont	3
