	0
a	430
abashed	1
abhorred	1
abide	1
able	3
about	29
above	4
above-mentioned	1
absence	1
absolute	1
absolutely	2
abstractedly	1
abundant	2
abyss	1
accept	5
acceptable	1
accepted	6
accepting	1
access	10
accessed	1
accessible	1
accomplished	1
accord	1
accordance	2
according	3
accordingly,--i	1
account	1
accuracy	1
achieved	2
acknowledged	1
acquired	2
across	3
act	8
actable	4
acted	2
acting	1
action	2
actions	2
active	2
actor	2
actors	3
actress	7
actress's	1
acts	1
actual	2
added	3
addition	1
additional	5
additions	1
address	2
addressed	2
addresses	2
addressing	1
adjusted	1
administration	1
admirable	1
admirably	1
admiration	3
admirers	1
admiring	1
admonish	2
adolescence	1
adopt	1
adopting	1
adore	1
adored	1
adornments	1
adroit	1
advanced	1
advice	3
advised	1
afar	1
affable	1
affair	2
affairs	1
affected	1
affection	1
affectionate	1
affects	1
affliction	1
afraid	3
after	12
afternoon	3
afterwards	3
again	10
against	6
age	7
agent	1
agility	1
ago	2
agree	11
agreed	2
agreement	18
ah	1
aim	1
air	3
ak	1
akimbo	1
akin	1
alarcón	2
alarm	1
alarmed	1
alarming	1
albeit	1
alike	2
alive	2
all	85
all-fours	1
allay	1
allow	2
allowed	2
allowing	2
alluring	1
almost	8
alone	8
along	1
already	10
also	11
alteration	1
alterations	1
altered	1
alternate	1
although	4
always	12
am	29
amazed	1
amber	1
ambitions	1
amendment	1
amicable	1
amidst	2
amiss	1
amounted	1
amusement	1
amusing	1
an	48
anatomy	1
ancient	1
and	699
andalusian	2
angel	1
angels	1
anger	3
angry	2
animated	2
anna	1
announced	1
annoy	1
annoyance	1
annoyed	2
annually	1
another	20
answer	1
answered	4
answering	1
ant	1
ante-room	1
antique	1
antonio	2
anxiety	3
anxious	2
anxiously	3
any	60
anybody	1
anyone	9
anything	7
anyway	1
anywhere	2
apart	1
apartment	5
apparently	1
appealing	1
appear	4
appearance	6
appeared	5
appearing	1
appears	2
appetite	1
applaud	1
applause	1
apple	1
applicable	3
apply	1
appointment	1
appreciates	1
approach	2
april	1
arabian	3
arabian's	1
aragon	2
arce	1
archaic	1
archive	13
are	50
aren't	1
arena	1
arguing	1
arguments	1
arise	1
arm	10
arm--first	1
arm-chair	1
armando	2
armpits	1
arms	11
aroma	1
arose	1
around	2
array	1
arrayed	1
arrived	4
arrow	1
art	5
artfully	1
articulate	1
artifices	1
artificial	2
artist	1
artistic	2
artists	1
as	156
as-is	1
ascendency	1
ascii	2
ashamed	1
aside	5
ask	9
asked	7
asking	1
assayed	1
assent	1
assist	1
assistance	2
associated	8
assumed	2
assure	1
assured	1
asthmatic	1
astonished	2
astonishment	1
astrosa--know	1
asunder	1
at	119
at--i	1
at--than	1
ate	1
atone	2
attach	1
attached	2
attained	1
attempt	1
attitude	2
attitudes	1
attracted	1
attraction	1
attractive	1
audacity	2
audience	5
augustias	8
augustias's	1
augustias--"what	1
aunt	10
aunt's	4
author	11
authority	1
authors	4
avail	2
available	2
avenue	1
awaiting	1
aware	1
away	5
away--you	1
awe-inspiring	1
awoke	1
axis	1
ayala	2
ayala's	1
b	3
bachelor	2
back	14
background	1
bad	6
badly	1
bag	2
bah	1
balbeja	9
bald	12
ballads	1
bandages	1
barber	3
bargain	3
based	2
bashfulness	2
basket	1
bathed	1
battle	1
be	85
beads	1
bear	2
beard	1
bearers	1
bearing	2
beast	2
beasts	1
beating	2
beautiful	11
beautifully	1
beauty	9
became	8
because	13
become	5
becoming	1
bed	2
bedroom	2
beefsteak	1
been	28
beer	2
befitting	1
before	16
beg	2
began	10
beggars	1
begged	2
begin	1
beginning	5
begotten	1
begs	1
begun	1
behave	1
behaved	1
beheld	1
behind	8
behold	1
being	6
believe	3
believing	1
bellies	1
belonged	3
belongings	1
beloved	4
below	4
bending	1
beneath	5
benefit	1
bent	2
bereave	1
beseeching	1
beshrew	1
beside	2
besides	1
besought	2
best	7
bestows	1
bethink	2
betook	1
betrothed	1
better	6
bettering	1
between	7
bewitching	2
beyond	2
bid	2
big	5
binary	1
bindings	1
birth	2
birthplace	1
bit	3
bitterly	1
bitterness	1
black	6
black-wimpled	1
blades	1
blame	2
blamed	1
blemish	1
blessed	1
blind	5
blindness	1
bliss	1
blood	8
blood--blood	1
blue	7
blushing	3
blushingly	1
body	3
boiling	1
bold	1
boldly	1
book	6
books	2
boots--white	1
