	0
a	1346
abad	1
abandoned	2
abashed	2
abbreviated	1
abject	2
able	13
abominable	1
about	58
above	18
abreast	1
abroad	1
absence	4
absolute	6
absolutely	5
absorbed	3
absorbing	1
abstract	4
absurd	5
absurdest	2
absurdities	3
absurdity	1
abundance	1
abundant	1
abuse	1
abusing	1
abyss	6
academies	2
accent	1
accents	1
accept	2
acceptably	1
acceptance	1
accepted	1
accessories	1
accident	1
accidentally	1
accommodated	2
accommodation	1
accomplished	1
accomplishment	1
accord	1
accordance	1
according	3
account	2
accounts	1
accumulating	1
accurate	2
accurately	1
accuse	1
accustomed	5
aches	1
achieved	1
achievement	2
achievements	1
aching	1
acknowledge	1
acknowledges	1
acorns	1
acquaintance	7
acquire	4
acquired	4
acquisition	1
across	11
act	4
acted	1
acting	1
action	6
actions	1
active	1
actors	1
acts	1
actual	1
actually	2
acute	1
acuteness	2
adapt	1
adapts	1
add	6
added	12
adding	1
addition	1
additional	1
address	2
addressed	3
adequate	1
adjoining	1
adjurations	1
adjusted	1
admirable	5
admiration	10
admire	5
admired	1
admiring	3
admiringly	1
admission	2
admit	6
admitted	1
admixture	1
ado	1
adobe	1
adopt	3
adopted	1
adoption	1
adore	3
adored	1
adorn	2
adornment	1
advance	1
advanced	1
advances	1
advantages	1
adventure	1
adventurers	1
adventurous	1
advertisement	5
advertisements	1
advice	2
advise	2
afar	1
affairs	2
affected	3
affection	6
affectionate	2
affectionately	1
affections	2
affects	1
affinity	1
afford	2
afforded	1
affording	1
afraid	6
afraid--i	1
afresh	1
after	74
afternoon	2
afterpiece	1
afterwards	2
again	53
again--and	1
again--i	1
again.--all	1
again.--i	1
again.--shall	1
against	11
age	3
agencies	1
ages	4
agitated	1
agitating	2
agitation	2
ago	6
agonized	1
agony	2
agreed."--"yesterday	1
agriculture	1
ah	17
ah!--as	1
ahead	1
ahn	1
aid	1
ails	3
air	20
airs	1
alacrity	1
alarm	2
alarmed	3
alas	3
albert	1
alcove	1
aldeacorba	32
aldeacorba--we	1
alike	4
alike.--and	1
alive	8
all	327
all--it	1
all--look	1
all--suicide--deserve	1
all--what	1
all-knowing	1
all-saints	1
all.'--but	1
all.--but	1
alleviate	2
allow	6
allowed	5
allows	1
alma	1
almighty's	1
almost	22
alms	2
alone	22
along	15
along--show	1
along--what	1
aloud	1
alpha	1
