	0
argued	1
arguing	1
argument	2
arguments	1
argumentum	1
aright	1
arise	2
arisen	1
arising	1
aristocracy	1
aristocratic	4
arm	54
arm--upon	1
armaments	2
armand	2
armchair	21
armed	19
armed--if	1
armenia	1
armentieres	13
armentieres--each	1
armida	1
armies	2
armor	1
arms	72
arms--a	1
arms--those	1
arms--with	1
army	19
arose	26
arose--on	1
around	35
aroused	1
arquebus	3
arrange	3
arranged	8
arrangement	1
arrangements	3
arranging	2
arras	4
arrears	1
arrest	21
arrested	38
arresting	2
arrival	17
arrive	19
arrived	72
arrives	2
arriving	14
art	10
artful	1
article	1
artifices	1
artificial	1
artois	1
as	1738
ascend	4
ascendancy	1
ascended	12
ascending	4
ascent	1
ascertain	9
ascertained	1
ashamed	4
ashes	2
ashore	1
aside	10
ask	73
asked	208
asking	16
asks	4
asleep	15
aspect	1
aspects	1
aspire	1
ass	4
assailants	1
assassin	9
assassinate	8
assassinated	9
assassinated--i	1
assassinating	3
assassination	6
assassins	7
assassins--ten	1
assault	4
assaulted	1
assemblage	3
assembled	7
assembly	1
assent	5
assert	1
asserted	1
assertion	1
asserts	1
assiduously	1
assign	1
assigned	3
assigning	1
assist	14
assistance	15
assistant	1
assisted	6
assisting	1
associate	1
associated	1
association	2
assorted	1
assortment	1
assume	10
assumed	13
assuming	2
assurance	6
assurances	2
assure	15
assured	36
assuredly	1
assures	1
assuring	1
assyrians	1
astarte	1
astonish	4
astonished	31
astonishes	1
astonishing	6
astonishment	29
astounded	2
astray	1
astrologer	1
astute	2
at	1739
at--when	1
ate	11
athos	927
athos--for	1
athos--he	1
athos--i	1
athos--what	1
athos--you	1
athos-the	1
athos’s	27
atmosphere	2
atmospheric	1
atoms	1
atrocious	1
attach	6
attached	13
attaches	1
attaching	2
attachment	1
attack	10
attacked	12
attacking	2
attacks	2
attain	2
attained	2
attainment	1
attempt	10
attempted	9
attempting	1
attempts	8
attend	4
attendant	7
attendant--for	1
attendants	1
attended	5
attending	2
attention	44
attentions	3
attentive	2
attentively	6
attest	3
attested	1
attesting	1
attests	1
attitude	7
attitudes	1
attorney	2
attract	3
attracted	5
attraction	3
attractions	1
attractive	1
attribute	1
attributed	3
attributes	1
au	7
auberge	2
audacity	5
audible	3
audibly	1
audience	11
auditor	3
auditors	7
augmented	1
augury	2
august	8
augustine	3
augustins	2
augustinus	1
aunt	1
austere	4
austerity	1
austria	47
austria--for	1
austria--to	1
austrian	1
author	1
authorities	5
authority	2
authorization	2
authorize	3
authorized	4
authors	1
author’s	2
autumn	1
auvergne	1
aux	6
auxiliary	1
avail	1
availed	1
avant	1
avarice	2
avaricious	5
avenge	20
avenged	8
avenger	1
avengers	1
avenging	3
avenue	1
avenues	1
aversion	1
aves	1
avidity	1
avoid	13
avoided	2
avoiding	1
avow	3
await	2
awaited	18
awaiting	6
awaits	5
awake	1
awaken	4
awakened	7
awakening	3
awakens	1
awaking	2
aware	15
away	116
awful	2
awhile	1
awkward	2
awkwardly	1
awoke	6
ax	2
ay	11
azure	2
b	1
baal	1
babble	1
baboon	1
bac	2
back	131
background	2
backs	1
backson	7
backward	12
bacon	1
bad	44
bade	5
badly	15
badly--as	1
bag	19
baggage	2
bags	2
bah	18
bailiff	1
bailiffs	1
bait	2
bajazet	1
balance	1
balancing	1
balcony	1
baldric	17
baldric--in	1
balked	1
ball	33
ball--it	1
ballads	1
ballet	10
balls	16
balm	2
balmy	1
balsam	5
balsamic	1
balustrade	1
balzempleu	1
bandages	1
bandit	5
bands	1
bandy	1
banishes	1
bank	8
banks	5
banquet	1
bantering	2
bar	2
baradas	1
barbarous	1
bare	4
barely	2
bargain	12
bargaining	1
bark	1
barking	1
baron	44
baron--my	1
baroness	2
baronesses	1
baronne	1
barrack	1
barracks	1
barred	2
barrel	7
barrels	1
barren	1
barricaded	4
barrier	1
barriere	4
bars	14
bartholomew	2
basdry	1
base	7
basely	1
baseness	2
basis	1
basket	8
bassette	1
bassompierre	14
bassopierre	1
bastille	30
bastille--at	1
bastion	38
bastion--something	1
bastions	1
bat	1
bath	1
bathed	1
batteries	1
battle	18
battles	4
bay	3
bayonne	1
bazin	68
be	1406
be--considering	1
beach	2
beam	1
beamed	2
beaming	1
beams	2
beans	4
bear	11
beard	2
bearer	16
bearers	1
bearing	19
bearn	5
bearnais	5
bearnese	5
bears	3
beast	2
beasts	2
beat	10
beaten	10
beatific	1
beating	9
beats	1
beaugency	2
beaugency--produced	1
beauties	1
beautiful	87
beautru	1
beauty	23
beauty--it	1
beauvais	2
beaver	1
became	89
because	90
become	73
becomes	8
becoming	21
becomingly	1
bed	55
bedchamber	3
bedposts	1
bedroom	4
beds	2
bedside	1
bedstead	1
beef	1
been	402
beer	2
befall	1
befallen	1
befalling	1
befell	1
before	284
beforehand	18
befriends	1
beg	35
began	97
beggar	2
beggarly	1
begged	8
begging	2
begin	11
beginning	16
begins	2
begone	11
begun	8
behalf	1
behave	2
behaved	3
behaves	1
beheld	7
behind	91
behold	3
beholding	1
behooved	1
being	171
beings	2
belated	2
belfry	3
belgium	2
belial	1
belief	4
believe	152
believed	64
believers	2
believes	3
believing	7
bell	17
belles	1
bells	2
belly	1
belong	17
belonged	10
belonging	3
belongs	5
beloved	8
below	5
belt	13
belted	1
bench	6
benches	1
bend	1
bending	2
beneath	19
benedicendo	1
benedictines	1
benediction	2
benedictions	1
benefactor	2
benefactor--i	1
benefactress	1
benefit	2
benefited	2
benevolent	2
benserade	2
bent	14
bernajoux	18
bernet	1
berrichan	1
berrichon	1
berry	1
berry--noble	1
beseech	2
besetting	1
beside	10
besides	117
besiege	1
besieged	6
besiegers	2
besieging	4
besme	1
bespeak	1
best	64
best-born	1
best-mounted	1
bestow	2
bestowed	6
bet	3
bethulia	1
bethune	23
betray	10
betrayal	1
betrayed	18
betraying	2
betrays	3
better	79
bettor	1
between	100
beware	21
bewildered	6
bewilderment	1
beyond	14
bias	1
bible	2
bicarat	14
bickerings	1
bid	6
bidden	1
bidding	4
big	3
bigamist	1
bile	1
bilious	1
bill	8
billet	16
bills	3
bind	2
binding	1
bird	7
birds	1
birds--was	1
birth	6
birthday	2
biscuit	1
bishop	2
bit	12
bite	2
biting	3
bitten	1
bitter	7
bitterly	1
bitterness	3
black	54
blackened	1
blackguard	1
blackness	1
blade	10
blades	1
blame	5
blamed	1
blanche	6
bland	1
blangy	2
blank	2
blasphemed	1
blasphemies	1
blaspheming	1
blast	2
blasted	1
blazing	1
bled	2
bleed	3
bleeding	5
bleeds	1
blemish	1
bless	5
blessed	6
blesses	1
blessing	2
blessings	2
bleu	1
blew	4
blind	8
blinded	1
blindly	3
blinds	2
blinking	1
blockade	1
blockaded	1
blockhead	1
blond	1
blood	46
bloodshed	1
bloodstain	1
bloody	2
blow	29
blowing	1
blows	8
blue	15
bluish	1
blunders	1
blush	2
blushed	12
blushes	1
blushing	10
blustering	1
board	8
boarder	2
boarders	2
boards	3
boast	2
boasted	4
boastful	1
boat	24
boatman	4
boatswains	1
bodies	6
bodily	1
body	45
bohemian	1
boiled	2
boiling	3
bois	1
bois-robert	1
bois-tracy	7
bois-tracy’s	1
boisnau	1
boisrenard	2
bold	5
boldly	4
bolster	1
bolt	3
bolted	1
bolting	1
bolts	7
bonacieux	359
bonacieux--he	1
bonacieux--lamentations	1
bonacieux’s	5
bonds	1
bondy	2
bone	3
bones	8
boniface	1
bonnes	1
bons	1
bony	1
booby	2
book	12
books	2
books--in	1
boor	1
boot	1
booted	1
boots	10
bordeaux	2
border	1
bore	12
bored	5
born	8
borne	5
borrow	3
borrowed	3
borrowing	1
bosom	15
bosoms	1
botany	2
both	65
bother	1
bottle	24
bottles	31
bottom	28
boudoir	1
bought	6
boulogne	13
bound	23
bounded	3
bounds	3
bow	9
bowed	41
bowing	12
box	9
boy	21
boy-slayer	1
boys	3
braggart	1
braggarts	1
braiding	1
brain	8
brain--that	1
brains	8
branch	3
branches	7
brand	6
branded	12
branded--this	1
brandy	1
brass	2
brave	52
bravely	1
bravery	6
braves	1
bravest	1
bravo	11
brawl	1
brawls	2
brazen	1
breach	7
bread	6
break	12
breakers	1
breakfast	34
breakfasted	1
breakfasting	3
breaking	8
breaks	2
breast	18
breath	9
breathe	7
breathed	13
breathes	1
breathing	3
breathless	1
breeze	3
brest	2
brethren	1
breuil	1
breviary	2
brevity	1
bridge	9
bridle	7
bridles	1
brief	3
brig	1
brigadier	3
brigadier’s	1
brigand	1
brigands	1
bright	2
brightening	1
brightest	1
brig’s	1
brilliancy	3
brilliant	13
brilliantly	1
brilliants	1
bring	48
bringing	8
brings	12
brisemont	6
brisk	1
briskly	1
bristly	1
britain	3
britannic	1
british	2
brittany	2
broached	1
broad	3
broke	24
broken	27
bronze	1
broom	2
brother	72
brother-in-law	18
brother-in-law’s	1
brotherly	1
brothers	2
brother’s	4
brought	73
brow	45
brown	2
brows	1
bruised	1
brush	5
brushed	1
brussels	2
brutal	1
brutality	1
brutalize	1
brute	2
brutus	1
bruxelles	1
bucephalus	1
buckingham	171
buckingham--and	1
buckingham--in	1
buckingham’s	3
buckler	2
budge	3
buff	2
buffet	2
build	1
building	3
built	5
bull	1
bullet	2
bullets	1
bulwark	1
bunches	1
bundle	2
bungling	2
burden	4
burgundy	5
burial	1
buried	9
burn	5
burned	8
burning	10
burns	3
burrow	1
burst	26
bursting	1
bury	1
burying	1
busied	1
busigny	9
business	32
busk	1
bustle	1
busy	3
but	1631
butler	1
buttercup	1
butterfly	1
buttoned	1
butts	1
buy	5
buzzing	3
by	1104
by--in	1
bypath	1
byroad	1
cabal	1
cabaret	15
cabarets	6
cabin	4
cabinet	12
cadet	5
caesar	1
caesars	1
cage	1
cahusac	17
cajolery	1
cake	2
calais	7
calculate	1
calculated	5
calculation	1
calculations	2
caliber	1
call	32
called	79
callest	1
calling	11
calls	7
calm	14
calmed	1
calmer	1
calming	1
calmly	4
calmness	14
calotte	1
calumniators	1
calumny	1
calves	1
calvinism--a	1
calvinist	1
cambalet	1
cambric	6
cambric--though	1
came	201
camille	1
camp	45
campaign	18
campaign--a	1
campaigns	1
can	271
candidate	1
candidly	1
candles	1
candlestick	1
candor	2
cane	4
cannon	6
cannonade	1
cannot	83
canon	1
canopy	1
cantered	1
canto	2
can’t	9
cap	7
cap--and	1
capable	9
capacity	1
caparison	1
caper	1
capital	16
capitally	1
capitulation	1
capon	1
caprice	4
caprices	1
capricious	3
caps	1
captain	63
captains	2
captain’s	1
captive	1
captives	1
captivity	18
capture	1
captured	1
capuchin	1
capuchins	1
car	1
caracole	1
caracoling	1
carafe	1
caravan	1
carbuncles	1
carcass	2
cardinal	516
cardinal--a	2
cardinal--an	1
cardinal--one	1
cardinal--the	1
cardinalist	8
cardinalists	3
cardinals	2
cardinal’s	35
cards	2
care	56
cared	1
career	3
careful	2
carefully	17
careless	4
carelessly	4
carelessness	4
cares	4
caressed	2
caresses	3
caressing	2
caring	2
carmelite	2
carmelites	7
carmes	2
carmes-dechausses	1
carmes-deschaux	3
carousal	1
carousals	1
carp	1
carpenters	1
carpet	5
carriage	89
carriage--why	1
carriages	2
carried	53
carries	4
carry	26
carrying	7
cart	3
carte	6
carters	1
cartridges	3
case	45
casement	1
cases	3
cash	1
cask	3
casket	21
casks	2
cassette	2
cassock	6
cast	48
cast-off	1
caster	1
casters	1
casting	7
castle	19
castres	1
casts	1
casuist	2
cat-o’-nine-tails	1
catalogue	1
catarrh	1
catastrophes	2
catch	6
catching	1
categorically	1
catholic	14
catholic--my	1
catholic--protestant	1
catholics	3
catholics--all	1
cats	2
caught	14
cause	48
caused	24
causes	6
causing	2
caution	2
cautious	1
cavalcade	4
cavalier	21
cavalierly	1
cavaliers	2
cavern	1
cavois	8
ce	1
cease	2
ceased	10
ceasing	3
ceiling	9
celebrated	3
celerity	1
celestial	2
cell	1
cellar	27
cells	2
cemetery	1
censure	1
cent	1
center	2
centuries	1
century	2
ceremonial	1
ceremonies	1
ceremoniously	1
ceremony	6
certain	74
certainly	53
certainty	6
certes	6
cerulean-blue	1
cervantes	1
cevennes	1
chafed	1
chaffinch	1
chafing	1
chagrin	1
chaillot	5
chain	3
chained-up	1
chains	2
chair	25
chairs	2
chaise	6
chalais	2
chalais’s	2
challenge	3
challenged	1
challenging	1
chalus	1
chamber	118
chambermaid	4
chambermaids	2
chambers	7
chambertin	2
chambre	3
champagne	5
champion	1
chance	33
chance--one	1
chanced	2
chancellor	22
chances	1
change	20
changed	18
changes	1
changing	3
channel	2
chant	3
chantal	2
chanted	1
chantilly	9
chaos	2
chapel	8
chaplet	1
chapter	3
character	24
character--a	1
character--perfecting	1
characteristic	1
characters	4
charente	2
charge	20
charged	23
charger	2
charges	3
charging	5
chariots	1
charity	1
charlemagne	1
charlemagne--if	1
charles	7
charlotte	7
charm	5
charmed	3
charmer	2
charmes	1
charming	34
charms	4
chartered	1
chartering	1
chartreux	1
chase	2
chase-midi	1
chased	1
chasing	1
chaste	4
chastise	1
chastised	2
chastisement	7
chastises	1
chastising	1
chastity	1
chat	5
chateau	5
chatelet	2
chatellerault	1
chatted	1
chattered	2
chatting	4
chaulnes	1
cheap	2
check	4
checked	2
checking	1
checks	2
cheek	6
cheeks	7
cheer	1
cheered	1
cheerful	9
cheerfully	1
cheerfulness	2
cheese	2
chemerault	1
cherish	2
cherish-midi	1
cherry	1
chesnaye	8
chess	1
chest	8
chestnut	4
chests	1
chevalier	24
chevaliers	1
chevreuse	29
chevreuse--he	1
chevreuse--who	1
chevreuse’s	1
chicken	2
chickens	1
chief	8
child	19
childhood	1
children	11
chill	2
chills	1
chilly	1
chimeras	3
chimney	6
chimneypiece	1
chin	2
chinked	1
chinks	2
chiseled	1
chivalric	1
chivalrous	1
chocolate	2
choice	9
choir	4
choking	1
choler	1
choose	7
chops	1
chorus	2
chose	1
chosen	10
christian	4
christians	2
chronicle	1
chronicler	1
chronological	1
chrysostom	2
chuckled	1
church	23
churches	2
churchman	6
churchmen	1
cinder	1
cipher	5
circe	1
circle	6
circuit	1
circular	1
circulate	1
circumstance	16
circumstances	15
circumstantial	1
circumvallation	1
circus	1
citadel	3
cited	1
cities	2
citizen	17
citizens	4
city	49
city--the	1
civil	2
civilians	1
civilians--very	1
civilities	1
civility	1
civilization	1
claim	5
claimed	3
claiming	1
clamor	2
clang	1
clanking	1
clap	1
clapped	1
clapping	2
clarik	8
clashed	2
clashing	1
clasped	4
clasping	6
clasps	2
class	1
classes	1
classical	2
claude	1
clean	4
cleansed	1
clear	20
cleared	3
clearest	1
clearly	4
clematis	1
clemency	2
clement	4
clenched	2
clericis	1
clericorum	1
clerk	6
clerks	14
clerks--for	1
clermont	1
clever	10
clicked	1
clientage	1
clients	2
cliff	2
climb	3
climbed	3
climbing	1
clinging	1
clipper	1
cloak	55
cloak--which	1
cloaks	5
clock	13
clocks	1
cloister	6
close	37
closed	41
closely	15
closet	14
closeted	1
closets	3
closing	8
cloth	4
clothed	10
clothes	16
cloud	21
clouded	1
clouds	5
club	1
clue	2
clump	1
clung	1
clutched	2
coach	3
coachman	8
coalition	1
coarse	2
coast	6
coastguard	1
coasts	1
coat	5
coat-of-mail	1
coats	2
cob	1
cock	1
cocked	2
cocking	1
coeli	1
coelorum	1
coffer	8
coin	3
coiner	2
coiners	2
coiners--say	1
coining	1
cold	25
coldly	6
coldness	3
collar	1
collation	1
collected	7
collecting	3
collection	1
collicure	1
colombier	1
colonels	2
colonies	1
color	18
colored	6
coloring	5
column	1
combat	14
combatants	6
combated	3
combating	1
combined	1
come	336
come--deeds	1
comederunt	1
comedian	1
comedy	5
comes	27
comfort	2
comfortable	3
comfortably	2
comfortably,--a	1
coming	59
command	26
commandant	1
commanded	8
commander	2
commanding	4
commandment	1
commands	6
commence	1
commenced	13
commencement	11
commencing	2
commend	2
commended	2
commentary	1
comments	1
commissaries	2
commissary	35
commissary--an	1
commission	32
commissioned	1
commissions	1
commit	6
committed	23
committing	2
commode	3
common	10
commonly	1
commotion	1
communicate	5
communicated	7
communicates	1
communication	7
communicative	1
community	4
commute	1
compact	4
companies	2
companion	23
companions	50
companions--as	1
companion’s	1
company	57
comparative	1
compared	4
comparison	3
compassion	2
compassionate	1
compatriot	8
compatriots	3
compeer	1
compelled	6
compels	2
complacent	2
complacently	1
complain	8
complained	2
complaining	1
complaint	3
complaints	8
complaisance	1
complaisant	1
complete	14
completed	10
completely	16
complexion	12
compliance	1
compliantly	1
complicated	2
complicity	1
complied	3
compliment	7
compliments	16
complines	1
comply	1
complying	2
compose	1
composed	7
composing	1
comprehend	27
comprehended	10
comprehending	5
comprehensible	1
compress	1
compressed	1
comprised	2
compromise	9
compromised	6
compromises	2
compromising	3
comrade	13
comrade--the	1
comrades	22
comte	40
comtes	1
comtesse	7
conceal	21
concealed	45
concealing	5
concealment	1
conceals	1
conceit	1
conceive	1
conceived	6
conceives	1
concentrate	1
concentrated	4
concern	7
concerned	13
concerning	10
concerns	13
concerted	1
concierge	1
conciliate	1
conciliated	1
conciliation	1
conciseness	1
concluded	2
conclusion	5
conclusions	1
conde	1
condemn	4
condemnation	2
condemned	16
condemns	1
condes	1
condescend	1
condescended	1
condescension	2
condition	16
conditions	10
conditions--the	1
condolence	1
conduct	30
conducted	18
conducting	3
conducts	1
confer	1
conference	5
conferred	1
conferring	1
confess	35
confessed	10
confessing	2
confession	4
confessions	1
confessor	3
confidant	1
confidants	1
confide	15
confided	8
confidence	47
confidences	2
confident	4
confidential	7
confides	1
confiding	3
confine	1
confined	5
confinement	3
confines	2
confirmed	6
confirmed--that	1
confiscated	1
conflagration	1
conflict	3
conflicting	1
conformity	1
confound	1
confounded	3
confounds	1
confronted	3
confuse	1
confused	9
confuses	1
confusion	5
congratulate	1
congratulated	3
congratulating	2
conjectures	1
conjugal	4
conjure	5
conjured	1
connected	5
connection	4
connections	1
connoisseur	3
connoisseurs	2
conquer	5
conquered	7
conquering	1
conqueror	6
conqueror--without	1
conquerors	1
conquest	2
conscience	5
consciences	2
conscientiousness	1
conscious	1
consciousness	1
consecrate	2
consecrated	1
consent	8
consented	6
consequence	24
consequences	3
consequently	23
consider	8
considerable	3
consideration	6
considered	21
considering	6
considers	1
consigned	1
consigning	1
consist	1
consisted	5
consistent	2
consisting	2
consists	2
consolation	6
console	5
consoled	5
consoling	1
conspicuous	1
conspiracy	1
conspirators	1
conspire	5
conspired	3
conspires	1
conspiring	2
constable	5
constance	15
constancy	2
constant	4
constantly	22
consternation	1
constitute	3
constituted	2
constitutes	1
constrained	1
constriction	1
constructed	1
consult	3
consultation	1
consulted	1
consulting	1
consumed	3
consummated	2
consumption	2
contact	4
contain	4
contained	17
containing	2
contains	2
contaminated	1
contemplate	1
contemplated	2
contemplates	1
contemplating	4
contemplation	1
contemplative	2
contemporary	1
contempt	12
contemptible	2
contemptuous	2
contemptuously	1
contend	4
contended	2
content	6
contented	13
contenting	1
contents	7
contest	5
contiguous	2
continent	1
continually	1
continuation	1
continue	18
continued	170
continues	2
continuing	6
continuous	1
contortions	1
contract	1
contracted	2
contraction	1
contradict	3
contradiction	2
contrary	49
contrary--and	1
contrast	2
contrasted	2
contrasts	1
contributions	1
contrite	2
contrive	1
contrived	4
control	1
controversy	1
convalescence	3
convalescent	1
convalescents	1
convenient	1
convent	46
convent--only	1
convents	1
conversant	1
conversation	77
converse	2
conversed	5
conversing	4
conversion	2
converted	3
convey	10
conveyed	6
conveying	2
conviction	8
convince	2
convinced	28
convincing	2
convulsed	1
convulsion	2
convulsions	2
convulsive	3
convulsively	1
cook	2
cooked	2
cool	5
cooler	1
coolly	13
coolly--such	1
coolness	8
coolness--such	1
cooperation	1
copies	2
coppery	1
copy	3
coquenard	56
coquenard’s	2
coquetry	2
coquette	1
coquettish	1
coral	1
corbleu--i	1
cord	11
cordial	1
cordiality	1
cordially	2
cordova	1
corn	1
corner	22
corners	6
cornet	1
cornet’s	1
coronet	2
coronets	1
corps	9
corpse	13
corpses	2
correct	6
corrected	1
corrections	1
correctly	3
correctness	1
correspond	2
corresponded	2
correspondence	1
correspondences	1
corridor	27
corridor--his	1
corridors	2
corroborated	1
corrupt	3
corrupted	2
corrupting	1
corruption	1
corselet	1
cost	12
coste	2
costing	1
costume	15
costumes	1
cottage	4
cotton	1
couch	1
cough	3
coughed	1
could	342
council	6
counsel	7
counseled	2
counsels	10
count	21
counted	8
countenance	71
countenances	6
countenances--nothing	1
counterfeit	1
counterhits	1
countermand	1
countermine	1
counterscarp	1
counterscarps	1
countersign	1
countersigned	2
countess	7
countesses	1
counting	3
countries	4
country	27
country--a	1
counts	3
count’s	2
couple	1
couplet	3
courage	39
courageous	4
courier	2
couriers	1
course	28
coursers	1
court	48
courteous	2
courteously	3
courtesan	1
courtesy	7
courtier	1
courtiers	7
courtivron	1
courts	1
courtyard	4
cousin	25
cousin-german	1
cousins	3
cousin’s	1
cover	7
covered	33
covering	4
coverlet	1
covers	2
coveted	1
coward	14
cowardice	2
cowardly	3
cowards	1
cracked	1
cracking	1
craft	1
cram	1
cramail	1
crammed	1
cramps	1
crash	2
crawl	2
crawling	1
creak	2
creaking	1
creased	1
create	2
created	12
creator	1
creature	26
creature--the	1
creatures	5
credit	5
credited	1
creditor	2
credulous	1
creed	1
creep	1
crept	3
crequy	1
creveccoeur	1
crevecoeur	4
crevice	1
crew	4
cried	445
cries	29
crime	26
crimes	20
criminal	2
criminals	3
crimson	2
crises	1
crisis	2
critic	1
critical	2
